,threshold,odd,diff_prob,diff_odd,num_bets,perc,mean_odd,benefits,max_loss,max_wins,money_max_loss
0,50,1.0,0.05,0.1,9489,52.74528401306776,1.8642385920539573,-36213.0,-12500,14500,-28970.4
1,50,1.0,0.05,0.2,8495,53.04296645085345,1.8581789287816362,-32236.0,-12000,13600,-26863.333333333332
2,50,1.0,0.05,0.30000000000000004,7586,53.110993936198255,1.8511178486686,-32743.0,-11800,12900,-27748.30508474576
3,50,1.0,0.05,0.4,6702,53.5810205908684,1.8427021784541928,-27676.0,-10900,12500,-25390.825688073393
4,50,1.0,0.05,0.5,5500,54.054545454545455,1.8324836363636363,-23206.0,-9600,11800,-24172.916666666664
5,50,1.0,0.05,0.6,4855,54.56230690010299,1.825814624098867,-19410.0,-8800,11000,-22056.81818181818
6,50,1.0,0.05,0.7000000000000001,4205,55.196195005945306,1.8167895362663495,-15352.0,-7500,9200,-20469.333333333332
7,50,1.0,0.05,0.8,3430,56.093294460641395,1.8044548104956268,-10386.0,-7000,10000,-14837.142857142857
8,50,1.0,0.05,0.9,2937,56.75859720803541,1.793197139938713,-7555.0,-7000,7800,-10792.857142857143
9,50,1.0,0.1,0.1,9480,52.75316455696203,1.8638755274261603,-36285.0,-12400,13800,-29262.09677419355
10,50,1.0,0.1,0.2,8486,53.052085788357296,1.8577669102050436,-32308.0,-11000,14100,-29370.90909090909
11,50,1.0,0.1,0.30000000000000004,7578,53.12747426761678,1.8506743204011613,-32710.0,-11000,13600,-29736.363636363636
12,50,1.0,0.1,0.4,6694,53.60023902001792,1.8421900209142517,-27643.0,-10900,12500,-25360.550458715596
13,50,1.0,0.1,0.5,5492,54.07865986890022,1.8318445010924982,-23173.0,-9400,11200,-24652.12765957447
14,50,1.0,0.1,0.6,4847,54.59046833092634,1.8250794305756137,-19377.0,-8700,10700,-22272.41379310345
15,50,1.0,0.1,0.7000000000000001,4198,55.21676989042401,1.816038589804669,-15419.0,-7400,9200,-20836.486486486487
16,50,1.0,0.1,0.8,3424,56.133177570093466,1.8036828271028038,-10313.0,-7200,9000,-14323.611111111111
17,50,1.0,0.1,0.9,2933,56.76781452437777,1.7924309580634163,-7682.0,-7000,7800,-10974.285714285716
18,50,1.0,0.15000000000000002,0.1,9470,52.74551214361141,1.8637053854276664,-36546.0,-12300,13600,-29712.19512195122
19,50,1.0,0.15000000000000002,0.2,8476,53.04388862671071,1.8575696083058046,-32569.0,-12200,14100,-26695.901639344258
20,50,1.0,0.15000000000000002,0.30000000000000004,7569,53.11137534680935,1.8504703395428723,-33071.0,-11600,13100,-28509.482758620692
21,50,1.0,0.15000000000000002,0.4,6686,53.589590188453485,1.8419907268920133,-27891.0,-10900,13000,-25588.07339449541
22,50,1.0,0.15000000000000002,0.5,5485,54.07474931631723,1.8316536007292616,-23301.0,-9200,11500,-25327.17391304348
23,50,1.0,0.15000000000000002,0.6,4840,54.58677685950413,1.824853305785124,-19505.0,-9100,10000,-21434.065934065933
24,50,1.0,0.15000000000000002,0.7000000000000001,4191,55.213552851348126,1.8157623478883322,-15547.0,-7600,10300,-20456.578947368424
25,50,1.0,0.15000000000000002,0.8,3418,56.11468695143359,1.8032709186658864,-10541.0,-7100,8700,-14846.478873239437
26,50,1.0,0.15000000000000002,0.9,2927,56.74752306115477,1.7919268875982235,-7910.0,-6100,8700,-12967.2131147541
27,50,1.0,0.2,0.1,9458,52.73842249947135,1.8639416367096637,-36539.0,-12200,13200,-29950.0
28,50,1.0,0.2,0.2,8466,53.047484053862505,1.857818332152138,-32396.0,-11900,12900,-27223.529411764706
29,50,1.0,0.2,0.30000000000000004,7559,53.11549146712529,1.8507395158089694,-32898.0,-11400,12200,-28857.894736842103
30,50,1.0,0.2,0.4,6676,53.59496704613541,1.842282804074296,-27718.0,-10000,12600,-27718.0
31,50,1.0,0.2,0.5,5477,54.0807011137484,1.8320266569289758,-23113.0,-9800,11600,-23584.69387755102
32,50,1.0,0.2,0.6,4834,54.59247000413736,1.8252006619776582,-19349.0,-8500,10000,-22763.529411764706
33,50,1.0,0.2,0.7000000000000001,4186,55.20783564261825,1.8161132345914954,-15491.0,-8100,10900,-19124.69135802469
34,50,1.0,0.2,0.8,3414,56.09256004686585,1.8036379613356766,-10585.0,-7200,9100,-14701.388888888889
35,50,1.0,0.2,0.9,2923,56.722545330140264,1.7923400615805678,-7954.0,-6100,8600,-13039.344262295082
36,50,1.0,0.25,0.1,9455,52.74457958751984,1.863846641988366,-36459.0,-11800,13200,-30897.457627118645
37,50,1.0,0.25,0.2,8463,53.05447240931112,1.8577100319035802,-32316.0,-12000,12600,-26930.0
38,50,1.0,0.25,0.30000000000000004,7556,53.1233456855479,1.8506154049761778,-32818.0,-11200,13500,-29301.785714285717
39,50,1.0,0.25,0.4,6673,53.6040761276787,1.8421384684549678,-27638.0,-10000,12600,-27638.0
40,50,1.0,0.25,0.5,5475,54.10045662100457,1.8319123287671233,-22913.0,-9100,11600,-25179.120879120877
41,50,1.0,0.25,0.6,4832,54.61506622516556,1.8250682947019867,-19149.0,-8400,10000,-22796.428571428572
42,50,1.0,0.25,0.7000000000000001,4184,55.234225621414915,1.8159560229445506,-15291.0,-8100,10900,-18877.777777777777
43,50,1.0,0.25,0.8,3413,56.108995019044826,1.8033899794901846,-10485.0,-7100,9100,-14767.605633802816
44,50,1.0,0.25,0.9,2922,56.741957563312795,1.7920465434633812,-7854.0,-6100,8600,-12875.409836065575
45,50,1.0,0.3,0.1,9442,52.77483583986443,1.863271552637153,-36003.0,-12600,14200,-28573.809523809523
46,50,1.0,0.3,0.2,8452,53.076194983435876,1.8570918125887363,-32060.0,-12900,14900,-24852.713178294573
47,50,1.0,0.3,0.30000000000000004,7546,53.1407368142062,1.8499390405512854,-32662.0,-11100,11800,-29425.22522522523
48,50,1.0,0.3,0.4,6664,53.61644657863145,1.8413985594237696,-27582.0,-10900,12600,-25304.5871559633
49,50,1.0,0.3,0.5,5466,54.11635565312844,1.830993413830955,-22857.0,-9400,11000,-24315.957446808512
50,50,1.0,0.3,0.6,4824,54.62271973466003,1.8241065505804313,-19193.0,-7400,10900,-25936.486486486483
51,50,1.0,0.3,0.7000000000000001,4179,55.252452739889925,1.815044268963867,-15235.0,-8600,10500,-17715.116279069767
52,50,1.0,0.3,0.8,3409,56.14549721325902,1.8022059254913465,-10365.0,-6800,9100,-15242.64705882353
53,50,1.0,0.3,0.9,2918,56.7854694996573,1.7906477039067854,-7734.0,-6100,9200,-12678.688524590165
54,50,1.0,0.35000000000000003,0.1,9430,52.78897136797455,1.8629448568398728,-35935.0,-12500,14800,-28748.0
55,50,1.0,0.35000000000000003,0.2,8440,53.09241706161137,1.856718009478673,-31992.0,-12800,13200,-24993.75
56,50,1.0,0.35000000000000003,0.30000000000000004,7535,53.16522893165229,1.8495023224950233,-32514.0,-11000,12800,-29558.181818181816
57,50,1.0,0.35000000000000003,0.4,6655,53.64387678437266,1.8408685199098422,-27456.0,-10700,12500,-25659.813084112146
58,50,1.0,0.35000000000000003,0.5,5458,54.14071088310737,1.8303975815316966,-22831.0,-9600,10400,-23782.291666666664
59,50,1.0,0.35000000000000003,0.6,4817,54.639817313680716,1.8233963047539963,-19267.0,-8200,12100,-23496.341463414636
60,50,1.0,0.35000000000000003,0.7000000000000001,4173,55.26000479271508,1.8141720584711238,-15409.0,-8600,9800,-17917.441860465115
61,50,1.0,0.35000000000000003,0.8,3405,56.15271659324522,1.8010190895741556,-10575.0,-6800,8700,-15551.470588235294
62,50,1.0,0.35000000000000003,0.9,2914,56.79478380233356,1.7892450240219628,-7944.0,-6100,9200,-13022.950819672129
63,50,1.0,0.4,0.1,9415,52.78810408921933,1.862364312267658,-36208.0,-13200,13300,-27430.303030303032
64,50,1.0,0.4,0.2,8427,53.07938768244927,1.8560484158063368,-32465.0,-11200,14100,-28986.607142857145
65,50,1.0,0.4,0.30000000000000004,7524,53.14992025518342,1.8487599681020734,-33007.0,-11700,12400,-28211.11111111111
66,50,1.0,0.4,0.4,6646,53.641287992777606,1.8400917845320495,-27729.0,-11500,12600,-24112.173913043476
67,50,1.0,0.4,0.5,5449,54.13837401358047,1.8294329234721967,-23104.0,-8900,10800,-25959.550561797754
68,50,1.0,0.4,0.6,4809,54.62674152630485,1.8223788729465584,-19640.0,-8800,11800,-22318.18181818182
69,50,1.0,0.4,0.7000000000000001,4167,55.26757859371251,1.8130597552195824,-15586.0,-7600,9800,-20507.894736842103
70,50,1.0,0.4,0.8,3400,56.1764705882353,1.7997941176470589,-10617.0,-6900,8900,-15386.956521739132
71,50,1.0,0.4,0.9,2909,56.82365073908559,1.787793056033001,-7986.0,-6400,9000,-12478.125
72,50,1.0,0.45,0.1,9394,52.77836917181179,1.8614839259101554,-36783.0,-11900,14400,-30910.084033613446
73,50,1.0,0.45,0.2,8406,53.069236259814424,1.855048774684749,-33040.0,-12600,13300,-26222.222222222223
74,50,1.0,0.45,0.30000000000000004,7503,53.13874450219912,1.847619618819139,-33582.0,-11800,11600,-28459.322033898305
75,50,1.0,0.45,0.4,6625,53.630188679245286,1.8387728301886792,-28304.0,-10600,12600,-26701.88679245283
76,50,1.0,0.45,0.5,5432,54.10530191458026,1.8277006627393226,-23905.0,-8600,11100,-27796.511627906977
77,50,1.0,0.45,0.6,4793,54.600459002712284,1.820360943041936,-20373.0,-9000,11100,-22636.666666666668
78,50,1.0,0.45,0.7000000000000001,4151,55.239701276800766,1.8106938087207902,-16319.0,-7700,10200,-21193.506493506495
79,50,1.0,0.45,0.8,3388,56.16883116883117,1.7970631641086188,-11187.0,-7300,8900,-15324.657534246575
80,50,1.0,0.45,0.9,2900,56.827586206896555,1.784944827586207,-8451.0,-6400,8600,-13204.6875
81,50,1.1,0.05,0.1,9489,52.74528401306776,1.8642385920539573,-36213.0,-12500,14500,-28970.4
82,50,1.1,0.05,0.2,8495,53.04296645085345,1.8581789287816362,-32236.0,-12000,13600,-26863.333333333332
83,50,1.1,0.05,0.30000000000000004,7586,53.110993936198255,1.8511178486686,-32743.0,-11800,12900,-27748.30508474576
84,50,1.1,0.05,0.4,6702,53.5810205908684,1.8427021784541928,-27676.0,-10900,12500,-25390.825688073393
85,50,1.1,0.05,0.5,5500,54.054545454545455,1.8324836363636363,-23206.0,-9600,11800,-24172.916666666664
86,50,1.1,0.05,0.6,4855,54.56230690010299,1.825814624098867,-19410.0,-8800,11000,-22056.81818181818
87,50,1.1,0.05,0.7000000000000001,4205,55.196195005945306,1.8167895362663495,-15352.0,-7500,9200,-20469.333333333332
88,50,1.1,0.05,0.8,3430,56.093294460641395,1.8044548104956268,-10386.0,-7000,10000,-14837.142857142857
89,50,1.1,0.05,0.9,2937,56.75859720803541,1.793197139938713,-7555.0,-7000,7800,-10792.857142857143
90,50,1.1,0.1,0.1,9480,52.75316455696203,1.8638755274261603,-36285.0,-12400,13800,-29262.09677419355
91,50,1.1,0.1,0.2,8486,53.052085788357296,1.8577669102050436,-32308.0,-11000,14100,-29370.90909090909
92,50,1.1,0.1,0.30000000000000004,7578,53.12747426761678,1.8506743204011613,-32710.0,-11000,13600,-29736.363636363636
93,50,1.1,0.1,0.4,6694,53.60023902001792,1.8421900209142517,-27643.0,-10900,12500,-25360.550458715596
94,50,1.1,0.1,0.5,5492,54.07865986890022,1.8318445010924982,-23173.0,-9400,11200,-24652.12765957447
95,50,1.1,0.1,0.6,4847,54.59046833092634,1.8250794305756137,-19377.0,-8700,10700,-22272.41379310345
96,50,1.1,0.1,0.7000000000000001,4198,55.21676989042401,1.816038589804669,-15419.0,-7400,9200,-20836.486486486487
97,50,1.1,0.1,0.8,3424,56.133177570093466,1.8036828271028038,-10313.0,-7200,9000,-14323.611111111111
98,50,1.1,0.1,0.9,2933,56.76781452437777,1.7924309580634163,-7682.0,-7000,7800,-10974.285714285716
99,50,1.1,0.15000000000000002,0.1,9470,52.74551214361141,1.8637053854276664,-36546.0,-12300,13600,-29712.19512195122
100,50,1.1,0.15000000000000002,0.2,8476,53.04388862671071,1.8575696083058046,-32569.0,-12200,14100,-26695.901639344258
101,50,1.1,0.15000000000000002,0.30000000000000004,7569,53.11137534680935,1.8504703395428723,-33071.0,-11600,13100,-28509.482758620692
102,50,1.1,0.15000000000000002,0.4,6686,53.589590188453485,1.8419907268920133,-27891.0,-10900,13000,-25588.07339449541
103,50,1.1,0.15000000000000002,0.5,5485,54.07474931631723,1.8316536007292616,-23301.0,-9200,11500,-25327.17391304348
104,50,1.1,0.15000000000000002,0.6,4840,54.58677685950413,1.824853305785124,-19505.0,-9100,10000,-21434.065934065933
105,50,1.1,0.15000000000000002,0.7000000000000001,4191,55.213552851348126,1.8157623478883322,-15547.0,-7600,10300,-20456.578947368424
106,50,1.1,0.15000000000000002,0.8,3418,56.11468695143359,1.8032709186658864,-10541.0,-7100,8700,-14846.478873239437
107,50,1.1,0.15000000000000002,0.9,2927,56.74752306115477,1.7919268875982235,-7910.0,-6100,8700,-12967.2131147541
108,50,1.1,0.2,0.1,9458,52.73842249947135,1.8639416367096637,-36539.0,-12200,13200,-29950.0
109,50,1.1,0.2,0.2,8466,53.047484053862505,1.857818332152138,-32396.0,-11900,12900,-27223.529411764706
110,50,1.1,0.2,0.30000000000000004,7559,53.11549146712529,1.8507395158089694,-32898.0,-11400,12200,-28857.894736842103
111,50,1.1,0.2,0.4,6676,53.59496704613541,1.842282804074296,-27718.0,-10000,12600,-27718.0
112,50,1.1,0.2,0.5,5477,54.0807011137484,1.8320266569289758,-23113.0,-9800,11600,-23584.69387755102
113,50,1.1,0.2,0.6,4834,54.59247000413736,1.8252006619776582,-19349.0,-8500,10000,-22763.529411764706
114,50,1.1,0.2,0.7000000000000001,4186,55.20783564261825,1.8161132345914954,-15491.0,-8100,10900,-19124.69135802469
115,50,1.1,0.2,0.8,3414,56.09256004686585,1.8036379613356766,-10585.0,-7200,9100,-14701.388888888889
116,50,1.1,0.2,0.9,2923,56.722545330140264,1.7923400615805678,-7954.0,-6100,8600,-13039.344262295082
117,50,1.1,0.25,0.1,9455,52.74457958751984,1.863846641988366,-36459.0,-11800,13200,-30897.457627118645
118,50,1.1,0.25,0.2,8463,53.05447240931112,1.8577100319035802,-32316.0,-12000,12600,-26930.0
119,50,1.1,0.25,0.30000000000000004,7556,53.1233456855479,1.8506154049761778,-32818.0,-11200,13500,-29301.785714285717
120,50,1.1,0.25,0.4,6673,53.6040761276787,1.8421384684549678,-27638.0,-10000,12600,-27638.0
121,50,1.1,0.25,0.5,5475,54.10045662100457,1.8319123287671233,-22913.0,-9100,11600,-25179.120879120877
122,50,1.1,0.25,0.6,4832,54.61506622516556,1.8250682947019867,-19149.0,-8400,10000,-22796.428571428572
123,50,1.1,0.25,0.7000000000000001,4184,55.234225621414915,1.8159560229445506,-15291.0,-8100,10900,-18877.777777777777
124,50,1.1,0.25,0.8,3413,56.108995019044826,1.8033899794901846,-10485.0,-7100,9100,-14767.605633802816
125,50,1.1,0.25,0.9,2922,56.741957563312795,1.7920465434633812,-7854.0,-6100,8600,-12875.409836065575
126,50,1.1,0.3,0.1,9442,52.77483583986443,1.863271552637153,-36003.0,-12600,14200,-28573.809523809523
127,50,1.1,0.3,0.2,8452,53.076194983435876,1.8570918125887363,-32060.0,-12900,14900,-24852.713178294573
128,50,1.1,0.3,0.30000000000000004,7546,53.1407368142062,1.8499390405512854,-32662.0,-11100,11800,-29425.22522522523
129,50,1.1,0.3,0.4,6664,53.61644657863145,1.8413985594237696,-27582.0,-10900,12600,-25304.5871559633
130,50,1.1,0.3,0.5,5466,54.11635565312844,1.830993413830955,-22857.0,-9400,11000,-24315.957446808512
131,50,1.1,0.3,0.6,4824,54.62271973466003,1.8241065505804313,-19193.0,-7400,10900,-25936.486486486483
132,50,1.1,0.3,0.7000000000000001,4179,55.252452739889925,1.815044268963867,-15235.0,-8600,10500,-17715.116279069767
133,50,1.1,0.3,0.8,3409,56.14549721325902,1.8022059254913465,-10365.0,-6800,9100,-15242.64705882353
134,50,1.1,0.3,0.9,2918,56.7854694996573,1.7906477039067854,-7734.0,-6100,9200,-12678.688524590165
135,50,1.1,0.35000000000000003,0.1,9430,52.78897136797455,1.8629448568398728,-35935.0,-12500,14800,-28748.0
136,50,1.1,0.35000000000000003,0.2,8440,53.09241706161137,1.856718009478673,-31992.0,-12800,13200,-24993.75
137,50,1.1,0.35000000000000003,0.30000000000000004,7535,53.16522893165229,1.8495023224950233,-32514.0,-11000,12800,-29558.181818181816
138,50,1.1,0.35000000000000003,0.4,6655,53.64387678437266,1.8408685199098422,-27456.0,-10700,12500,-25659.813084112146
139,50,1.1,0.35000000000000003,0.5,5458,54.14071088310737,1.8303975815316966,-22831.0,-9600,10400,-23782.291666666664
140,50,1.1,0.35000000000000003,0.6,4817,54.639817313680716,1.8233963047539963,-19267.0,-8200,12100,-23496.341463414636
141,50,1.1,0.35000000000000003,0.7000000000000001,4173,55.26000479271508,1.8141720584711238,-15409.0,-8600,9800,-17917.441860465115
142,50,1.1,0.35000000000000003,0.8,3405,56.15271659324522,1.8010190895741556,-10575.0,-6800,8700,-15551.470588235294
143,50,1.1,0.35000000000000003,0.9,2914,56.79478380233356,1.7892450240219628,-7944.0,-6100,9200,-13022.950819672129
144,50,1.1,0.4,0.1,9415,52.78810408921933,1.862364312267658,-36208.0,-13200,13300,-27430.303030303032
145,50,1.1,0.4,0.2,8427,53.07938768244927,1.8560484158063368,-32465.0,-11200,14100,-28986.607142857145
146,50,1.1,0.4,0.30000000000000004,7524,53.14992025518342,1.8487599681020734,-33007.0,-11700,12400,-28211.11111111111
147,50,1.1,0.4,0.4,6646,53.641287992777606,1.8400917845320495,-27729.0,-11500,12600,-24112.173913043476
148,50,1.1,0.4,0.5,5449,54.13837401358047,1.8294329234721967,-23104.0,-8900,10800,-25959.550561797754
149,50,1.1,0.4,0.6,4809,54.62674152630485,1.8223788729465584,-19640.0,-8800,11800,-22318.18181818182
150,50,1.1,0.4,0.7000000000000001,4167,55.26757859371251,1.8130597552195824,-15586.0,-7600,9800,-20507.894736842103
151,50,1.1,0.4,0.8,3400,56.1764705882353,1.7997941176470589,-10617.0,-6900,8900,-15386.956521739132
152,50,1.1,0.4,0.9,2909,56.82365073908559,1.787793056033001,-7986.0,-6400,9000,-12478.125
153,50,1.1,0.45,0.1,9394,52.77836917181179,1.8614839259101554,-36783.0,-11900,14400,-30910.084033613446
154,50,1.1,0.45,0.2,8406,53.069236259814424,1.855048774684749,-33040.0,-12600,13300,-26222.222222222223
155,50,1.1,0.45,0.30000000000000004,7503,53.13874450219912,1.847619618819139,-33582.0,-11800,11600,-28459.322033898305
156,50,1.1,0.45,0.4,6625,53.630188679245286,1.8387728301886792,-28304.0,-10600,12600,-26701.88679245283
157,50,1.1,0.45,0.5,5432,54.10530191458026,1.8277006627393226,-23905.0,-8600,11100,-27796.511627906977
158,50,1.1,0.45,0.6,4793,54.600459002712284,1.820360943041936,-20373.0,-9000,11100,-22636.666666666668
159,50,1.1,0.45,0.7000000000000001,4151,55.239701276800766,1.8106938087207902,-16319.0,-7700,10200,-21193.506493506495
160,50,1.1,0.45,0.8,3388,56.16883116883117,1.7970631641086188,-11187.0,-7300,8900,-15324.657534246575
161,50,1.1,0.45,0.9,2900,56.827586206896555,1.784944827586207,-8451.0,-6400,8600,-13204.6875
162,50,1.2000000000000002,0.05,0.1,9486,52.74088129875606,1.8644507695551338,-36151.0,-12500,14700,-28920.800000000003
163,50,1.2000000000000002,0.05,0.2,8492,53.03815355628827,1.858413801224682,-32174.0,-12000,13400,-26811.666666666668
164,50,1.2000000000000002,0.05,0.30000000000000004,7583,53.10563101674799,1.8513780825530792,-32681.0,-11400,13200,-28667.543859649122
165,50,1.2000000000000002,0.05,0.4,6699,53.57516047171219,1.8429929840274668,-27614.0,-11300,13000,-24437.16814159292
166,50,1.2000000000000002,0.05,0.5,5497,54.047662361287976,1.832832454065854,-23144.0,-9600,11500,-24108.333333333336
167,50,1.2000000000000002,0.05,0.6,4852,54.55482275350371,1.8262056883759274,-19348.0,-8800,11800,-21986.363636363636
168,50,1.2000000000000002,0.05,0.7000000000000001,4202,55.18800571156592,1.8172346501665873,-15290.0,-7400,10100,-20662.16216216216
169,50,1.2000000000000002,0.05,0.8,3427,56.08403851765392,1.804989786985702,-10324.0,-7000,9300,-14748.57142857143
170,50,1.2000000000000002,0.05,0.9,2934,56.74846625766872,1.7938104976141787,-7493.0,-6700,7900,-11183.58208955224
171,50,1.2000000000000002,0.1,0.1,9477,52.74876015616756,1.864087791495199,-36223.0,-12700,14100,-28522.04724409449
172,50,1.2000000000000002,0.1,0.2,8483,53.047271012613464,1.8580018861251915,-32246.0,-11500,14000,-28039.999999999996
173,50,1.2000000000000002,0.1,0.30000000000000004,7575,53.122112211221115,1.8509346534653466,-32648.0,-11000,13700,-29680.0
174,50,1.2000000000000002,0.1,0.4,6691,53.594380511134354,1.8424809445523838,-27581.0,-10900,13000,-25303.669724770643
175,50,1.2000000000000002,0.1,0.5,5489,54.071779923483334,1.8321934778648206,-23111.0,-9500,12100,-24327.36842105263
176,50,1.2000000000000002,0.1,0.6,4844,54.58298926507019,1.8254706853839802,-19315.0,-8700,10700,-22201.149425287356
177,50,1.2000000000000002,0.1,0.7000000000000001,4195,55.208581644815254,1.8164839094159715,-15357.0,-7400,10300,-20752.702702702703
178,50,1.2000000000000002,0.1,0.8,3421,56.12394036831336,1.8042180648933062,-10251.0,-7300,9000,-14042.465753424656
179,50,1.2000000000000002,0.1,0.9,2930,56.75767918088738,1.7930443686006825,-7620.0,-6700,7400,-11373.13432835821
180,50,1.2000000000000002,0.15000000000000002,0.1,9467,52.74110066546952,1.8639178197950776,-36484.0,-12400,15200,-29422.58064516129
181,50,1.2000000000000002,0.15000000000000002,0.2,8473,53.03906526613951,1.8578047916912546,-32507.0,-12200,12700,-26645.081967213115
182,50,1.2000000000000002,0.15000000000000002,0.30000000000000004,7566,53.106000528680944,1.8507309014010045,-33009.0,-11200,12400,-29472.321428571428
183,50,1.2000000000000002,0.15000000000000002,0.4,6683,53.583719886278615,1.8422819093221607,-27829.0,-10900,12200,-25531.19266055046
184,50,1.2000000000000002,0.15000000000000002,0.5,5482,54.067858445822694,1.832002918642831,-23239.0,-8800,11500,-26407.954545454544
185,50,1.2000000000000002,0.15000000000000002,0.6,4837,54.579284680587136,1.8252449865619185,-19443.0,-8700,10000,-22348.275862068964
186,50,1.2000000000000002,0.15000000000000002,0.7000000000000001,4188,55.205348615090735,1.8162082139446036,-15485.0,-7500,9900,-20646.666666666668
187,50,1.2000000000000002,0.15000000000000002,0.8,3415,56.105417276720345,1.8038067349926794,-10479.0,-7100,8700,-14759.154929577466
188,50,1.2000000000000002,0.15000000000000002,0.9,2924,56.73734610123119,1.7925410396716825,-7848.0,-6000,7300,-13080.000000000002
189,50,1.2000000000000002,0.2,0.1,9455,52.73400317292438,1.8641544156530936,-36477.0,-12200,13200,-29899.18032786885
190,50,1.2000000000000002,0.2,0.2,8463,53.04265626846272,1.8580538816022687,-32334.0,-11900,12900,-27171.428571428572
191,50,1.2000000000000002,0.2,0.30000000000000004,7556,53.11011116993119,1.8510005293806246,-32836.0,-11200,14300,-29317.857142857145
192,50,1.2000000000000002,0.2,0.4,6673,53.58909036415406,1.8425745541735352,-27656.0,-9800,12600,-28220.408163265307
193,50,1.2000000000000002,0.2,0.5,5474,54.07380343441724,1.8323766898063574,-23051.0,-9800,10800,-23521.428571428572
194,50,1.2000000000000002,0.2,0.6,4831,54.584972055475056,1.8255930449182365,-19287.0,-8400,10000,-22960.714285714286
195,50,1.2000000000000002,0.2,0.7000000000000001,4183,55.19961749940234,1.8165598852498208,-15429.0,-8100,10300,-19048.14814814815
196,50,1.2000000000000002,0.2,0.8,3411,56.08326004104368,1.8041747288185284,-10523.0,-7100,9000,-14821.12676056338
197,50,1.2000000000000002,0.2,0.9,2920,56.71232876712329,1.7929554794520548,-7892.0,-6000,8100,-13153.333333333334
198,50,1.2000000000000002,0.25,0.1,9452,52.74016081252645,1.8640594583157004,-36397.0,-12000,13200,-30330.833333333332
199,50,1.2000000000000002,0.25,0.2,8460,53.04964539007092,1.8579456264775414,-32254.0,-12000,13700,-26878.333333333336
200,50,1.2000000000000002,0.25,0.30000000000000004,7553,53.11796637097842,1.8508764729246656,-32756.0,-11700,13600,-27996.581196581195
201,50,1.2000000000000002,0.25,0.4,6670,53.59820089955023,1.8424302848575713,-27576.0,-9800,12600,-28138.775510204083
202,50,1.2000000000000002,0.25,0.5,5472,54.09356725146199,1.8322624269005847,-22851.0,-9100,10800,-25110.98901098901
203,50,1.2000000000000002,0.25,0.6,4829,54.60757920894596,1.8254607579208946,-19087.0,-8700,10000,-21939.080459770117
204,50,1.2000000000000002,0.25,0.7000000000000001,4181,55.22602248265965,1.8164027744558717,-15229.0,-8100,10300,-18801.234567901236
205,50,1.2000000000000002,0.25,0.8,3410,56.09970674486804,1.803926686217009,-10423.0,-7100,9000,-14680.281690140844
206,50,1.2000000000000002,0.25,0.9,2919,56.731757451181906,1.792661870503597,-7792.0,-6000,8100,-12986.666666666668
207,50,1.2000000000000002,0.3,0.1,9439,52.77042059540206,1.8634844792880603,-35941.0,-12900,14200,-27861.240310077515
208,50,1.2000000000000002,0.3,0.2,8449,53.07136939282755,1.857327494378033,-31998.0,-12900,14900,-24804.651162790695
209,50,1.2000000000000002,0.3,0.30000000000000004,7543,53.13535728489991,1.8502001856025454,-32600.0,-11200,12400,-29107.142857142855
210,50,1.2000000000000002,0.3,0.4,6661,53.610568983636085,1.8416904368713407,-27520.0,-9900,12600,-27797.9797979798
211,50,1.2000000000000002,0.3,0.5,5463,54.10946366465312,1.8313435841112942,-22795.0,-9800,10800,-23260.204081632655
212,50,1.2000000000000002,0.3,0.6,4821,54.6152250570421,1.8244990665836964,-19131.0,-7700,11200,-24845.454545454548
213,50,1.2000000000000002,0.3,0.7000000000000001,4176,55.24425287356321,1.8154909003831419,-15173.0,-8200,9900,-18503.658536585364
214,50,1.2000000000000002,0.3,0.8,3406,56.13623018203171,1.8027422196124487,-10303.0,-6700,9000,-15377.611940298508
215,50,1.2000000000000002,0.3,0.9,2915,56.77530017152659,1.79126243567753,-7672.0,-6400,9200,-11987.5
216,50,1.2000000000000002,0.35000000000000003,0.1,9427,52.78455500159117,1.8631579505675189,-35873.0,-12500,14600,-28698.399999999998
217,50,1.2000000000000002,0.35000000000000003,0.2,8437,53.087590375725966,1.856953893564063,-31930.0,-13400,13500,-23828.358208955222
218,50,1.2000000000000002,0.35000000000000003,0.30000000000000004,7532,53.159851301115246,1.8497636749867232,-32452.0,-10700,12200,-30328.971962616823
219,50,1.2000000000000002,0.35000000000000003,0.4,6652,53.63800360793747,1.8411605532170776,-27394.0,-10900,12600,-25132.110091743118
220,50,1.2000000000000002,0.35000000000000003,0.5,5455,54.13382218148488,1.8307479376718607,-22769.0,-9700,10400,-23473.19587628866
221,50,1.2000000000000002,0.35000000000000003,0.6,4814,54.63232239302036,1.8237889488990444,-19205.0,-8200,11100,-23420.731707317074
222,50,1.2000000000000002,0.35000000000000003,0.7000000000000001,4170,55.25179856115108,1.8146187050359712,-15347.0,-8600,10500,-17845.348837209305
223,50,1.2000000000000002,0.35000000000000003,0.8,3402,56.143445032333915,1.8015549676660787,-10513.0,-6700,8700,-15691.044776119403
224,50,1.2000000000000002,0.35000000000000003,0.9,2911,56.78461009962212,1.7898591549295775,-7882.0,-6100,9200,-12921.311475409837
225,50,1.2000000000000002,0.4,0.1,9412,52.7836804079898,1.862577560560986,-36146.0,-13200,13400,-27383.333333333332
226,50,1.2000000000000002,0.4,0.2,8424,53.074548907882246,1.8562844254510922,-32403.0,-11400,15600,-28423.684210526317
